,Venue,Venue Latitude,Venue Longitude,Venue Category
93,Ecole La Farandole,50.83656,4.389347,School
94,Melius,50.84215378317529,4.399128455820905,School
95,Hendrik Conscience Latinis,50.86396236923982,4.390649790705431,School
96,Hendrik Conscience School,50.86261652425106,4.391891393803782,School
97,singelijn second'air,50.854136296894374,4.403894219007168,School
98,Académie Constantin Meunier,50.834898546483885,4.395755083128996,School
99,Athénée Adolphe Max,50.848876748626004,4.3820042194076185,High School
100,Ten Nude,50.84926726618498,4.379832020029473,Elementary School
101,Sint Joost Aan Zee,50.85505773106183,4.371449476585948,Elementary School
102,Institut de l'Enfant-Jésus,50.83677337907128,4.3845601252200606,High School
103,De Kriek,50.85604307100013,4.386092119283443,Elementary School
104,Saint-Boniface-Parnasse,50.836149887926226,4.371370849152527,High School
105,Basisschool Carolus Magnus,50.84786251063152,4.394847875542582,Elementary School
106,Institut des Dames de Marie,50.84461805087934,4.402328373181169,High School
107,Ecole Sainte-Louise de Marillac,50.85304457816289,4.396901919279674,Elementary School
108,ernest richard,50.836604119660414,4.395217245726987,High School
109,College Roi Baudouin - Enseignement général & Premier degré,50.85140318022144,4.391719762432629,Middle School
110,Basisschool Prinses Juliana,50.841317243928756,4.398062279905389,Elementary School
111,Sacré-Coeur de Lindthout,50.840626641400405,4.40420646146761,High School
112,Ecole Chazal / Chazalschool,50.860102929418225,4.392380261938384,School
113,Sint-Lukas Kunstbasisschool,50.860693,4.366674,Elementary School
114,BSGO De Buurt,50.86030826645138,4.365550498045066,Elementary School
115,Ecole Maternelle Et Primaire La Retraite Du Sacré Coeur,50.84899189701891,4.3880727855113015,Nursery School
116,École Primaire Communale No 1,50.86293181759664,4.376516087821415,Elementary School
117,Les Carrefours,50.83383383049101,4.387341100961349,Elementary School
118,Ecole du Bonheur,50.845032610320935,4.4028734973549515,Elementary School
119,Institut Sainte Marie - Meiser,50.85741874203596,4.400655890778854,Elementary School
120,Ecole Notre-Dame de la Paix,50.852347148700844,4.390449727862827,Nursery School
121,Ecole 16,50.858787455023496,4.40119928001203,Elementary School
122,'t Regenboogje,50.83080208263207,4.3842904403315295,Elementary School
123,Language Studies International,50.8491552,4.3817639,Language School
124,KDV de Vlindertjes,50.84668493669859,4.404272550101822,Nursery School
125,École Jacqmain,50.84631385344587,4.387372458845693,Music School
126,Auto École Contact +,50.85968797662196,4.376477810433252,Driving School
127,Muziek Academie Chopin Etterbeek,50.83713806776377,4.3867115938268375,Music School
128,Auto-Ecole Européenne,50.83134427766807,4.376339705711059,Driving School
129,ISFCE,50.828202517340586,4.392555730614135,School
130,Lutgardisschool,50.82996340034804,4.395678666108648,School
131,Ecole 5,50.82450452214123,4.373939299895289,School
132,Cavalerie Brussel,50.825045,4.389092,School
