,Venue,Venue Latitude,Venue Longitude,Venue Category
157,J&M Cafe,50.84899502767176,4.402156205376674,Bar
158,Au Petit Stella,50.83716631397173,4.39564890663856,Bar
159,Le Mangeoire,50.84940667046033,4.366783489276259,Deli / Bodega
160,Laatste Minuut,50.85978702655321,4.362358013466877,Bar
161,Les Fontaines,50.83687665319744,4.396146974103742,Bar
162,L'Entracte,50.8552137598185,4.355953002600507,Bar
163,Aarschot Cafe Brussel Noord,50.860166247767616,4.361569531946524,Bar
164,cherry bar,50.848251788674396,4.353097138126482,Bar
165,L'Unique Alternative,50.83812924522627,4.3971694326938024,Bar
166,Olivais,50.84051195394228,4.40280811976326,Bar
167,North Express Café,50.86046757363784,4.359784910313338,Bar
168,L'Homo Erectus,50.846630408382424,4.350903365580735,Bar
169,Drug Opera,50.84901113568969,4.35237804579779,Brasserie
170,Pepete & Ronron Jourdan,50.8378,4.38188,Wine Bar
171,TBWA Red Bar,50.825280084773404,4.384295060946418,Bar
172,13 Degrés,50.837,4.38095,Wine Bar
173,The Backpacker Bar,50.842030736735126,4.351092358567318,Bar
174,The Black Sheep,50.827289,4.374277,Bar
175,Le Quartier Latin,50.82231934237634,4.388698821536045,Bar
176,La Diligence,50.826880721717465,4.374139364703871,Bar
177,Michael Collins Irish Pub,50.827262916263294,4.363526226460954,Irish Pub
178,Alice Cocktail Bar,50.82770228703505,4.363728246683325,Cocktail Bar
179,Maison d'Istrie,50.82451522323795,4.366126656532288,Mediterranean Restaurant
180,Berlin Fabrik,50.84091360388832,4.351438879966736,Burger Joint
181,L'Apéro (chez Mymi et Roger),50.850375,4.357451,Bar
182,Kosmos Place,50.83662841363792,4.381693724148796,Coffee Shop
183,Titulus,50.835663985528136,4.370651534669917,Wine Bar
184,Mini Louise,50.834828410242494,4.355561435222626,Bar
185,Cafe Van Den Nonkel In Bxl,50.850803,4.377,Bar
186,The Butterfly,50.84892576070641,4.368512786575896,Bar
187,Work-A-Tonic,50.837523252061544,4.357116654536843,Cocktail Bar
188,Le Petit Liberty,50.84992130811476,4.367009231922063,Bar
189,Le Jourdan,50.834583834164825,4.355046408337545,Pub
190,Winery,50.840501256903735,4.381642579761577,Wine Bar
191,Le Stop,50.82696632491676,4.390262726954075,Bar
192,Babelbar,50.8517391318689,4.367006170821445,Bar
193,Le Wine Zag,50.83857470389692,4.373033573346881,Tapas Restaurant
194,Ars Vinorum,50.838932310836626,4.361091120485393,Wine Bar
195,"Vini Divini, le Bar",50.83578140878929,4.361743519334441,Wine Bar
196,le capitain,50.85496775133834,4.367212128151251,Bar
197,Le Phare du Kanaal,50.855411091611565,4.342959638886092,Bar
198,Damejeanne,50.85700851285132,4.3467562154039765,Bar
199,Café la Nostalgie,50.857590527762376,4.353677722962655,Bar
200,Kaaicafé,50.85875335810742,4.347362690894296,Bar
201,Harvest,50.851581977535304,4.350593458810802,Restaurant
202,Affligem Café,50.84775450379885,4.348976836558614,Pub
203,Gecko,50.848013050949056,4.346808300385202,Cocktail Bar
204,Café Floréo,50.84691756135021,4.346884489059448,Cocktail Bar
205,Life Is Beautiful - Cocktail Bar,50.852547125000896,4.34300550274007,Cocktail Bar
206,Quai des Bananes,50.847280205774425,4.350161299355891,Cocktail Bar
207,Au Laboureur,50.852755634877354,4.345553629141661,Pub
